,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat
358881,"BRADY TRANE SERVICE, INC.",2025 16TH STREET,GREENSBORO,NC,27405.0,423730.0,Corporation,499.0,a
358882,BROCK & SCOTT PLLC,1315 WESTBROOK PLAZA DR,WINSTON SALEM,NC,27103.0,541110.0,Limited  Liability Company(LLC),392.0,a
358883,CAESARSTONE USA,1401 W. MOREHEAD ST,CHARLOTTE,NC,28208.0,423320.0,Corporation,0.0,a
358884,CAPITAL TALENT PARTNERS INC,831 E MOREHEAD ST STE 660,CHARLOTTE,NC,28202.0,561320.0,Subchapter S Corporation,135.0,a
358885,CAROLINA BIOLOGICAL SUPPLY COMPANY,2700 YORK RD,BURLINGTON,NC,27215.0,454110.0,Subchapter S Corporation,485.0,a
358886,CAROLINA NEUROSURGERY & SPINE ASSOCIATION,225 Baldwin Avenue,CHARLOTTE,NC,28204.0,621111.0,Corporation,475.0,a
358887,"CAROLINA RESTAURANT GROUP, INC",8040 Arrowridge Blvd,CHARLOTTE,NC,28273.0,722513.0,Corporation,500.0,a
358888,CAROLINA SUNROCK LLC,200 HORIZON DR,RALEIGH,NC,27615.0,212319.0,Limited  Liability Company(LLC),433.0,a
358889,CAROLINAS CONSTRUCTION SOLUTIONS,3600 N. TRYON ST,CHARLOTTE,NC,28206.0,561311.0,Limited  Liability Company(LLC),,a
358890,CISA LUBES USA INC,1300 Baxter St,CHARLOTTE,NC,28204.0,811198.0,Corporation,196.0,a
358891,"CV INDUSTRIES, INC.",1000 Perkins RD SE 0.0,VALDESE,NC,28690.0,313210.0,Subchapter S Corporation,500.0,a
358892,DAYMARK RECOVERY SERVICES INC.,2129 Statesville Blvd,SALISBURY,NC,28147.0,621420.0,Corporation,500.0,a
358893,"DP PREISS COMPANY, INC.",1700 HILLSBOROUGH ST,RALEIGH,NC,27605.0,531110.0,Limited  Liability Company(LLC),500.0,a
358894,DUKE SCHOOL,3716 Erwin Road,DURHAM,NC,27705.0,611110.0,Corporation,150.0,a
358895,EAST CAROLINA ANESTHESIA ASSOCIATES PLLC,2080 W Arlington Blvd Ste B,GREENVILLE,NC,27834.0,621111.0,Limited Liability Partnership,262.0,a
358896,EMERGEORTHO P.A.,120 WILLIAM PENN PLZ,DURHAM,NC,27704.0,621111.0,Corporation,500.0,a
358897,"ENDURA PRODUCTS, LLC",8817 West Market Street,COLFAX,NC,27235.0,332321.0,Limited  Liability Company(LLC),0.0,a
358898,"FASTMED URGENT CARE, P.C.","935 Shotwell Rd,Ste108",CLAYTON,NC,27520.0,621111.0,Corporation,500.0,a
358899,FMI CORPORATION,223 S WEST ST Suite 1200,RALEIGH,NC,27603.0,541611.0,Corporation,130.0,a
358900,"FRONTIER YARNS, INC.",1823 Boone Trail Road,SANFORD,NC,27330.0,313310.0,Corporation,500.0,a
358901,"FURNITURELAND SOUTH, INC.",5635 Riverdale Drive,JAMESTOWN,NC,27282.0,442110.0,Subchapter S Corporation,490.0,a
358902,"GASTON FAMILY HEALTH SERVICES, INC.",200 E. 2ND AVE,GASTONIA,NC,28052.0,621498.0,Corporation,488.0,a
358903,GBG USA INC.,4620 GRANDOVER PKWY,GREENSBORO,NC,27407.0,424330.0,Corporation,340.0,a
358904,"GLOBAL CONTACT SERVICES, LLC",118-B South Main St,SALISBURY,NC,28144.0,561499.0,Corporation,500.0,a
358905,GREENSBORO INDEPENDENT SCHOOL CORPORATION,5401 lawndale Dr,GREENSBORO,NC,27455.0,611110.0,Corporation,159.0,a
358906,HEADWAY HR SOLUTIONS,3100 Smoketree Ct. Suite 900,RALEIGH,NC,27604.0,561311.0,Corporation,494.0,a
358907,"HEADWAY PAYROLL SOLUTIONS, LLC",3100 Smoketree Ct Suite 900,RALEIGH,NC,27604.0,561311.0,Corporation,411.0,a
358908,"HICKORY TAVERN HOLDINGS, LLC",13900 Conlan Circle suite 240,CHARLOTTE,NC,28277.0,722511.0,Limited  Liability Company(LLC),,a
358909,HILCO TRANSPORT INC,7700 KENMONT RD,GREENSBORO,NC,27409.0,484220.0,Subchapter S Corporation,492.0,a
358910,HOME HEALTH AND HOSICE CARE INC,2402 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534.0,621610.0,Corporation,486.0,a
358911,HOOPAUGH GRADING COMPANY LLC,303 Forsyth Hall Dr,CHARLOTTE,NC,28273.0,238910.0,Limited  Liability Company(LLC),472.0,a
358912,HORNE BROTHERS CONSTRUCTION INC.,1662 Middle River Loop,FAYETTEVILLE,NC,28312.0,237130.0,Corporation,430.0,a
358913,"INSOURCE PERFORMANCE SOLUTIONS, LLC",5601 Seventy Seven Center Drive Suite 240,CHARLOTTE,NC,28217.0,541618.0,Limited  Liability Company(LLC),500.0,a
358914,"INTERSTATE ELECTRIC COMPANY, LLC",2321 TRYON ST,CHARLOTTE,NC,28203.0,238210.0,Limited  Liability Company(LLC),70.0,a
358915,JAMES R VANNOY & SONS CONSTRUCTION COMPANY INC,1608 US Highway 221 N,JEFFERSON,NC,28640.0,236220.0,Corporation,330.0,a
358916,"JF ACQUISITION, LLC","100 Perimeter Park Dr, Suite H",MORRISVILLE,NC,27560.0,213112.0,Limited  Liability Company(LLC),0.0,a
358917,JOHNSON C SMITH UNIVERSITY,100 BEATTIES FORD RD,CHARLOTTE,NC,28216.0,611310.0,Non-Profit Organization,315.0,a
358918,JOHNSTON ARCHITECTURE,SUIT 214 1213 CULBRETH DR,WILMINGTON,NC,28405.0,541310.0,Sole Proprietorship,2.0,a
358919,K & W CAFETERIAS INC,1391 PLAZA WEST RD,WINSTON SALEM,NC,27103.0,722514.0,Corporation,500.0,a
358920,KEY RESOURCES INC.,3703 W MARKET ST STE A,GREENSBORO,NC,27403.0,561311.0,Corporation,500.0,a
358921,"LANE & ASSOCIATES, INC.",15 RAWLS RD STE 100,ANGIER,NC,27501.0,561311.0,Corporation,455.0,a
358922,LENOIR-RHYNE UNIVERISTY,643 8th Avenue NE,HICKORY,NC,28601.0,611310.0,Non-Profit Organization,0.0,a
358923,"LITTLE DIVERSIFIED ARCHITECTURAL CONSULTING, INC.","615 South College Street, Suite 1600",CHARLOTTE,NC,28202.0,541310.0,Subchapter S Corporation,0.0,a
358924,LMR  LLC,6510 Chapel Hill Rd,RALEIGH,NC,27607.0,722511.0,Limited  Liability Company(LLC),0.0,a
358925,LOWER CAPE FEAR HOSPICE INCORPORATED,1414 PHYSICIANS DR,WILMINGTON,NC,28401.0,623110.0,Non-Profit Organization,299.0,a
358926,MARSH FURNITURE COMPANY,1001 S Centennial St,HIGH POINT,NC,27260.0,337110.0,Subchapter S Corporation,500.0,a
358927,MCCREARY MODERN INC,2564 US 321 HWY,NEWTON,NC,28658.0,337121.0,Subchapter S Corporation,500.0,a
358928,MEASUREMENT INCORPORATED,423 MORRIS ST,DURHAM,NC,27701.0,611710.0,Corporation,342.0,a
358929,MECHANICAL SYSTEMS & SERV,1001 TUCKASEEGEE RD,CHARLOTTE,NC,28208.0,238220.0,Corporation,434.0,a
358930,MERIDIAN WASTE ACQUISITIONS LLC,5925 CARNEGIE BLVD STE 370,CHARLOTTE,NC,28209.0,562111.0,Limited  Liability Company(LLC),384.0,a
358931,MICKEY TRUCK BODIES INC AND SUBSIDIARIES,1305 TRINITY AVE,HIGH POINT,NC,27260.0,336212.0,Corporation,474.0,a
358932,MONARCH,350 PEE DEE AVE STE A,ALBEMARLE,NC,28001.0,621420.0,Corporation,500.0,a
358933,MYCOMPUTERCAREER.COMINC.,1108 Hollymont Dr,HOLLY SPRINGS,NC,27540.0,611710.0,Corporation,500.0,a
358934,"ORTHOCAROLINA, PA",4601 Park Road Suite 250,CHARLOTTE,NC,28209.0,621111.0,Professional Association,500.0,a
358935,"PARKER POE ADAMS & BERNSTEIN, LLP",401 South Tryon Street Suite 3000,CHARLOTTE,NC,28202.0,541110.0,Limited Liability Partnership,295.0,a
358936,"PINEHURST, LLC",80 Carolina Vista,PINEHURST,NC,28374.0,721110.0,Limited  Liability Company(LLC),500.0,a
358937,"PRECISION FABRICS GROUP, INC",301 N ELM ST Suite 600,GREENSBORO,NC,27401.0,313310.0,Corporation,500.0,a
358938,QUALITY EQUIPMENT LLC,2214 N Main St,FUQUAY VARINA,NC,27526.0,444210.0,Limited  Liability Company(LLC),500.0,a
358939,RALEIGH ORTHOPAEDIC CLINIC PA,3001 Edwards Mill Dr. Suite 200,RALEIGH,NC,27612.0,621111.0,Corporation,380.0,a
358940,RCR ENTERPRISES LLC,425 Industrial Dr,WELCOME,NC,27374.0,711219.0,Limited  Liability Company(LLC),334.0,a
358941,"RHO, INC.",2635 NC HIGHWAY 54,DURHAM,NC,27713.0,541714.0,Corporation,474.0,a
358942,"RICCOBENE & ASSOCIATES I, DDS, P.A",3434 KILDAIRE FARM RD,CARY,NC,27518.0,621210.0,Corporation,470.0,a
358943,ROBERT E MASON & ASSOCIATES INC,5821 Fairview Rd Suite 208,CHARLOTTE,NC,28209.0,423830.0,Corporation,255.0,a
358944,RPG CO LLC,100 MAGNOLIA RD STE 2207,PINEHURST,NC,28374.0,236220.0,Limited  Liability Company(LLC),300.0,a
358945,"SHELBA D. JOHNSON TRUCKING, INC.",1640 Blair Street,THOMASVILLE,NC,27360.0,484121.0,Corporation,,a
358946,SHERRILL FURNITURE COMPANY,2405 Highland Ave NE,HICKORY,NC,28601.0,337121.0,Corporation,500.0,a
358947,SOUTHEAST INDUSTRIAL EQUIPMENT INC,12200 Steele Creek Rd,CHARLOTTE,NC,28273.0,423830.0,Corporation,403.0,a
358948,"SOUTHERN PUMP AND TANK COMPANY, LLC",8303 University Executive Park Drive Suite 400,CHARLOTTE,NC,28262.0,423830.0,Limited  Liability Company(LLC),250.0,a
358949,SPECTRAFORCE TECHNOLOGIES INC,500 W Peace Street,RALEIGH,NC,27603.0,561311.0,Corporation,500.0,a
358950,SPORTS ENDEAVORS INCORPORATED,431 US HIGHWAY  E,HILLSBOROUGH,NC,27278.0,454110.0,Corporation,437.0,a
358951,SPORTSMEDIA TECHNOLOGY CORPORATION,3511 UNIVERSITY DR,DURHAM,NC,27707.0,541490.0,Corporation,484.0,a
358952,STRUCTURE MEDICAL LLC,123 CAYUGA DR,MOORESVILLE,NC,28117.0,339112.0,Limited  Liability Company(LLC),333.0,a
358953,SUMMIT DESIGN & ENGINEERING,320 EXECUTIVE COURT,HILLSBOROUGH,NC,27278.0,541330.0,Corporation,373.0,a
358954,"TANDS, INC.",335 N QUEEN ST,KINSTON,NC,28501.0,722513.0,Corporation,500.0,a
358955,THE BUDD GROUP,2325 S. STRATFORD RD,WINSTON SALEM,NC,27103.0,561720.0,Subchapter S Corporation,500.0,a
358956,THE JOHN R MCADAMS COMPANY INC,2905 MERIDIAN PKWY,DURHAM,NC,27713.0,541330.0,Corporation,273.0,a
358957,THE LOGISTICS COMPANY INC,3400 WALSH PKWY,FAYETTEVILLE,NC,28311.0,561210.0,Corporation,500.0,a
358958,"TRUE HOMES, LLC",2649 BREKONRIDGE CENTRE DRIVE,MONROE,NC,28110.0,561499.0,Limited  Liability Company(LLC),0.0,a
358959,"TRYON MEDICAL PARTNERS, PLLC",5950 FAIRVIEW RD,CHARLOTTE,NC,28210.0,621111.0,Limited  Liability Company(LLC),380.0,a
358960,TUPELO HONEY HOSPITALITY CORPORATION,"1200 Ridgefield Blvd, Suite 290",ASHEVILLE,NC,28806.0,722511.0,Corporation,500.0,a
358961,"UNION CORRUGATING COMPANY HOLDINGS, INC.","701 South King Street,",FAYETTEVILLE,NC,28301.0,332311.0,Corporation,499.0,a
358962,"VANGUARD FURNITURE CO., INC.",109 SIMPSON ST,CONOVER,NC,28613.0,337121.0,Corporation,500.0,a
358963,"WILMINGTON HEALTH, PLLC",1202 MEDICAL CENTER DR,WILMINGTON,NC,28401.0,621111.0,Limited  Liability Company(LLC),,a
358964,"WINSTON-SALEM INDUSTRIES FOR THE BLIND, INC.",7730 North Point Blvd,WINSTON-SALEM,NC,27106.0,337910.0,Non-Profit Organization,0.0,a
358965,WITHERSRAVENEL INC.,115 MacKenan Dr,CARY,NC,27511.0,541330.0,Corporation,254.0,a
358966,WORLDWIDE LANGUAGE RESOURCES INC,308 PERSON ST,FAYETTEVILLE,NC,28301.0,561990.0,Limited  Liability Company(LLC),280.0,a
375191,"ACME ELECTRIC MOTOR, INC.",1101 N Washington St,GRAND FORKS,ND,58203.0,423710.0,Subchapter S Corporation,473.0,a
375192,"ADVANCED ENGINEERING AND ENVIRONMENTAL SERVICES, INC.",4050 GARDENVIEW DR Ste 200,GRAND FORKS,ND,58201.0,541330.0,Corporation,250.0,a
375193,ANNE CARLSEN CENTER,701 3rd ST NE,JAMESTOWN,ND,58401.0,623210.0,Non-Profit Organization,479.0,a
375194,EDGEWOOD OPCO LLC,322 Demers Ave Suite 500,GRAND FORKS,ND,58201.0,623312.0,Limited  Liability Company(LLC),500.0,a
375195,"MILLER INSULATION CO, INC.",3520 E. Century Avenue,BISMARCK,ND,58503.0,236210.0,Subchapter S Corporation,394.0,a
375196,MINN-DAK FARMERS COOPERATIVE,7525 RED RIVER RD,WAHPETON,ND,58075.0,311313.0,Corporation,500.0,a
375197,"NORED, INC.",800 31st AVE SW,MINOT,ND,58701.0,423820.0,Subchapter S Corporation,479.0,a
375198,NORTHERN IMPROVEMENT COMPANY,4000 12TH AVE,FARGO,ND,58102.0,237310.0,Corporation,0.0,a
375199,"STEFFES & SON MANUFACTURING, I",3050 Highway 22 North,DICKINSON,ND,58601.0,333132.0,Limited  Liability Company(LLC),500.0,a
375200,STRATA CORPORATION,1600 N 48TH ST,GRAND FORKS,ND,58203.0,237310.0,Corporation,0.0,a
375201,"TRUENORTH STEEL, INC.",702 13TH AVE,WEST FARGO,ND,58078.0,332312.0,Subchapter S Corporation,250.0,a
375202,VALLEY SENIOR LIVING,2900 14th Ave S,GRAND FORKS,ND,58201.0,623110.0,Non-Profit Organization,500.0,a
375203,W.W. WALLWORK INC,900 35TH ST,FARGO,ND,58102.0,423110.0,Corporation,483.0,a
375204,"WYOMING CASING SERVICE, INC.",198 40th St E,DICKINSON,ND,58601.0,213112.0,Subchapter S Corporation,399.0,a
377369,"21ST CENTURY EQUIPMENT, LLC",601   5TH AVE,SCOTTSBLUFF,NE,69361.0,811310.0,Limited  Liability Company(LLC),250.0,a
377370,ALL NATIVE MANAGED SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071.0,541611.0,Corporation,355.0,a
377371,"ATLASMEDSTAFF, LLC",11159 Mill Valley Road,OMAHA,NE,68154.0,561320.0,Limited  Liability Company(LLC),,a
377372,AURORA COOPERATIVE ELEVATOR COMPANY,2225 Q ST,AURORA,NE,68818.0,325193.0,Corporation,500.0,a
377373,BUILDERTREND SOLUTIONS INC.,11818 I St,OMAHA,NE,68137.0,511210.0,Corporation,497.0,a
377374,"BUSCO, INC.",4220 S 52nd Street,OMAHA,NE,68117.0,485510.0,Corporation,500.0,a
377375,BWS LEASING INC,1801 S 54TH ST,OMAHA,NE,68106.0,561330.0,Subchapter S Corporation,449.0,a
377376,"CHEYENNE COUNTY HOSPITAL ASSOCIATION, INC",1000 Pole Creek Crossing,SIDNEY,NE,69162.0,622110.0,Non-Profit Organization,411.0,a
377377,"COOPERATIVE PRODUCERS, INC.",265 N Showboat,HASTINGS,NE,68901.0,424910.0,Corporation,368.0,a
377378,"DATA SYSTEMS, INC.",6515 S 118TH ST,OMAHA,NE,68137.0,423430.0,Corporation,462.0,a
377379,"DRM, INC.",5324 N 134th Ave,OMAHA,NE,68164.0,722513.0,Subchapter S Corporation,250.0,a
377380,E&N INC,1408 VETERANS DR Suite 202,ELKHORN,NE,68022.0,722513.0,Subchapter S Corporation,,a
377381,FBG SERVICE CORPORATOIN,407 S 27th Ave,OMAHA,NE,68127.0,561720.0,Subchapter S Corporation,,a
377382,FLAGSHIP RESTAURANT GROUP LLC,14450 Eagle Run Drive Suite 100,OMAHA,NE,68116.0,722511.0,Limited  Liability Company(LLC),0.0,a
377383,"FREMONT CONTRACT CARRIERS, INC.",865 S BUD BLVD,FREMONT,NE,68025.0,484121.0,Corporation,0.0,a
377384,"FUSION HOLDINGS, INC.","11808 Grant St, Suite 100",OMAHA,NE,68164.0,561320.0,Subchapter S Corporation,500.0,a
377385,HCI MANAGEMENT SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071.0,541611.0,Corporation,,a
377386,HERITAGE HOLDINGS L.P.,16934 Frances St #200,OMAHA,NE,68130.0,623311.0,Limited Liability Partnership,500.0,a
377387,"JET LINX AVIATION, LLC",13030 Pierce Street Suite 100,OMAHA,NE,68144.0,481211.0,Limited  Liability Company(LLC),499.0,a
377388,"KEARNEY REGIONAL MEDICAL CENTER, LLC",804 22ND AVE,KEARNEY,NE,68845.0,622110.0,Limited  Liability Company(LLC),,a
377389,"LANDMARK IMPLEMENT, INC",915 BREWSTER RD,HOLDREGE,NE,68949.0,423820.0,Corporation,375.0,a
377390,LUTZ & COMPANY PC,13616 California St STE 300,OMAHA,NE,68154.0,541211.0,Corporation,,a
377391,MAINELLI MECHANICAL CONTRACTORS INC.,8701 N 29th St,OMAHA,NE,68112.0,238220.0,Subchapter S Corporation,,a
377392,NEBRASKA ORTHOPAEDIC HOSPITAL LLC,2808 S 143rd Plaza,OMAHA,NE,68144.0,622310.0,Limited  Liability Company(LLC),,a
377393,"ONESTAFF MEDICAL, LLC",11718 NICHOLAS ST STE 101,OMAHA,NE,68154.0,621399.0,Limited  Liability Company(LLC),100.0,a
377394,"ONEWORLD COMMUNITY HEALTH CENTERS, INC",4920 S. 30th Street,OMAHA,NE,68107.0,621498.0,Corporation,240.0,a
377395,"PRIME TIME HEALTH CARE, LLC",15380 WEIR ST,OMAHA,NE,68137.0,561311.0,Subchapter S Corporation,500.0,a
377396,REGIONAL WEST PHYSICIANS CLINIC,"2 West 42nd Street, Suite 2600",SCOTTSBLUFF,NE,69361.0,621111.0,Non-Profit Organization,293.0,a
377397,"REHAB VISIONS, INC",11623 Arbor Street,OMAHA,NE,68144.0,621340.0,Subchapter S Corporation,0.0,a
377398,"ROTELLA'S ITALIAN BAKERY, INC.",6949 S 108th,LA VISTA,NE,68128.0,311812.0,Subchapter S Corporation,466.0,a
377399,"SAMPSON CONSTRUCTION CO., INC.",5825 S 14th St,LINCOLN,NE,68512.0,236220.0,Subchapter S Corporation,315.0,a
377400,"SOJERN, INC.",18135 BURKE ST SUITE 300,ELKHORN,NE,68022.0,541613.0,Corporation,337.0,a
377401,"SPREETAIL, LLC",2021Transformation Dr 0.0,LINCOLN,NE,68521.0,454110.0,Limited  Liability Company(LLC),221.0,a
377402,STANDARD NUTRITION COMPANY,"11823 Arbor Street, Suite 100 PO BOX 3844",OMAHA,NE,68103.0,311119.0,Corporation,467.0,a
377403,THE JAMES SKINNER CO.,4651 F ST,OMAHA,NE,68117.0,311813.0,Corporation,500.0,a
377404,TSL COMPANY HOLDINS LTD,10001 S 152nd,OMAHA,NE,68138.0,484121.0,Corporation,,a
381548,AIR GENERAL INC,403 The Hill,PORTSMOUTH,NH,3801.0,481112.0,Corporation,500.0,a
381549,ANDROSCOGGIN VALLEY HOSPITAL INC.,59 PAGE HILL ROAD,BERLIN,NH,3570.0,622110.0,Non-Profit Organization,367.0,a
381550,"CONCORD REGIONAL VISITING NURSE ASSOCIATION, INC.",30 Pillsbury Street,CONCORD,NH,3301.0,621610.0,Non-Profit Organization,395.0,a
381551,"EASTERN PROPANE GAS, INC.",28 industrial way,ROCHESTER,NH,3867.0,447110.0,Subchapter S Corporation,,a
381552,HUGGINS HOSPITAL,240 South Main St.,WOLFEBORO,NH,3884.0,622110.0,Non-Profit Organization,,a
381553,MENTAL HEALTH CENTER GREATER MANCHESTER,"401 CYPRESS STREET 2 WALL STREET, SUITE 300",MANCHESTER,NH,3103.0,621420.0,Corporation,,a
381554,"MICRODESK, INC",10 Tara Blvd,NASHUA,NH,3062.0,541512.0,Subchapter S Corporation,284.0,a
381555,"NAPOLI PSC SERIES, LLC",5 OVERLOOK DR,AMHERST,NH,3031.0,722513.0,Limited  Liability Company(LLC),0.0,a
381556,"NEW ENGLAND FINISH SYSTEMS, LLC",1 DELAWARE DR,SALEM,NH,3079.0,238310.0,Limited  Liability Company(LLC),325.0,a
381557,"PLANESENSE, INC.",115 Flightline Road,PORTSMOUTH,NH,3801.0,481219.0,Subchapter S Corporation,,a
381558,"RIVERBEND COMMUNITY MENTAL HEALTH, INC.",278 PLEASANT ST,CONCORD,NH,3302.0,621420.0,Corporation,341.0,a
381559,"SELECT DEMO SERVICES, LLC",40 Lowell Road,SALEM,NH,3079.0,238910.0,Corporation,375.0,a
381560,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL RD,PLYMOUTH,NH,3264.0,622110.0,Non-Profit Organization,0.0,a
381561,"THE GRANITE GROUP WHOLESALERS, LLC",6 STORRS ST,CONCORD,NH,3301.0,423620.0,Limited  Liability Company(LLC),500.0,a
384989,A-V SERVICES INC,99 Fairfield Road,FAIRFILED,NJ,7004.0,541512.0,Sole Proprietorship,,a
384990,A. P. CONSTRUCTION INC.,915 S. Black Horse Pike,BLACKWOOD,NJ,8012.0,237310.0,Sole Proprietorship,,a
384991,"ABOVE AND BEYOND - BUSINESS TOOLS AND SERVICES FOR ENTREPRENEURS, INC.",902 CARNEGIE CTR Suite 160,PRINCETON,NJ,8540.0,522320.0,Corporation,500.0,a
384992,ACCU REFERENCE MEDICAL LAB LIMITED LIABILITY COMPANY,1901 E Linden Ave,LINDEN,NJ,7036.0,621511.0,Limited  Liability Company(LLC),499.0,a
384993,"ACENDA, INC.",42 SOUTH DELSEA DRIVE,GLASSBORO,NJ,8028.0,624110.0,Partnership,0.0,a
384994,AERDUX INC,240 BENIGNO BLVD,BELLMAWR,NJ,8031.0,238390.0,Corporation,115.0,a
384995,"AIR GROUP, LLC",1 PRINCE RD,WHIPPANY,NJ,7981.0,238220.0,Limited  Liability Company(LLC),379.0,a
384996,"AJS ACQUISITIONS, LLC",67A Mountain Boulevard Extension,WARREN,NJ,7059.0,523910.0,Limited  Liability Company(LLC),285.0,a
384997,"ALBIREO ENERGY, LLC",3 Ethel Road 0.0,EDISON,NJ,8817.0,238290.0,Limited  Liability Company(LLC),300.0,a
384998,ALLAN BRITEWAY ELECTRICAL UTILITY CONTRACTORS INC,130 ALGONQUIN PKWY,WHIPPANY,NJ,7981.0,238210.0,Corporation,,a
384999,"ALLAN INDUSTRIES, INC.",270 US Highway 46,ROCKAWAY,NJ,7866.0,561720.0,Corporation,500.0,a
385000,ALLIANCE SHIPPERS INC,516 SYLVAN AVE,ENGLEWOOD CLIFFS,NJ,7632.0,488510.0,Subchapter S Corporation,421.0,a
385001,"ALLSTATE SALES GROUP, INC.",670 North Beers Street,HOLMDEL,NJ,7733.0,238210.0,Corporation,492.0,a
385002,"AMERICAN FINANCIAL RESOURCES, INC.",9 Sylvan Way,PARSIPPANY,NJ,7054.0,522292.0,Subchapter S Corporation,310.0,a
385003,"AMERICAN FURNITURE RENTAL, INC.",720 Hylton Road,PENNSAUKEN TOWNSHIP,NJ,8110.0,532299.0,Limited  Liability Company(LLC),264.0,a
385004,AMERICAN LIMOUSINE LLC,90 McKee Drive,MAHWAH,NJ,7430.0,485999.0,Limited  Liability Company(LLC),291.0,a
385005,"AMERICAN MARITIME SERVICES OF NEW YORK, INC.",1 PENNVAL RD,WOODBRIDGE,NJ,7095.0,488390.0,Corporation,195.0,a
385006,"AMERICAN MUSICAL SUPPLY, INC.",8 THORNTON RD,OAKLAND,NJ,7436.0,451140.0,Corporation,474.0,a
385007,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,"700 East Gate Drive, Suite 400 0.0",MOUNT LAUREL,NJ,8054.0,522292.0,Limited  Liability Company(LLC),471.0,a
385008,ANDERSON INTERIOR CONTRACTING,368 Passaic Avenue,FAIRFIELD,NJ,7004.0,238310.0,Corporation,2.0,a
385009,APPLE FOOD SERVICE OF NEW JERSEY LLC,7 PEARL CT,ALLENDALE,NJ,7401.0,722513.0,Limited  Liability Company(LLC),24.0,a
385010,ARCHER & GREINER P.C.,One Centennial Square,HADDONFIELD,NJ,8033.0,541110.0,Corporation,330.0,a
385011,ATLANTIC MEDICAL IMAGING LLC,72 W. Jimmie Leeds Road Suite 100,GALLOWAY,NJ,8205.0,621512.0,Limited  Liability Company(LLC),442.0,a
385012,"AUTO LENDER'S LIQUIDATION CENTER, INC.",104 ROUTE 73 North,VOORHEES,NJ,8043.0,441120.0,Corporation,380.0,a
385013,"AXTRIA, INC.","300 Connell Drive, 5th Floor 0.0",BERKELEY HEIGHTS,NJ,7922.0,541511.0,Corporation,346.0,a
385014,BECHT ENGINEERING CO. INC,"PO Box 300, 22 Church Street 0.0",LIBERTY CORNER,NJ,7938.0,541330.0,Corporation,45.0,a
385015,BELL CONTAINER CORP,615 Ferry St,NEWARK,NJ,7105.0,322211.0,Corporation,272.0,a
385016,BONLAND INDUSTRIES INC,50 NEWARK POMPTON TURNPIKE,WAYNE,NJ,7470.0,238220.0,Corporation,109.0,a
385017,"BRESSLER, AMERY & ROSS, P.C.",325 Columbia Turnpike,FLORHAM PARK,NJ,7932.0,541110.0,Corporation,265.0,a
385018,"BRETT DINOVI & ASSOCIATES, LLC",1000 CRAWFORD PL,MOUNT LAUREL,NJ,8054.0,621330.0,Limited  Liability Company(LLC),462.0,a
385019,BRIAD WENCO LLC,78 OKNER PARKWAY,LIVINGSTON,NJ,7039.0,722513.0,Limited  Liability Company(LLC),500.0,a
385020,BROADWAY HEALTHCARE MANAGEMENT LLC,"0 One University Plaza, Suite 206",HACKENSACK,NJ,7601.0,551112.0,Limited  Liability Company(LLC),500.0,a
385021,CARE PLUS NJ,610 Valley Health Plaza,PARAMUS,NJ,7652.0,621420.0,Non-Profit Organization,401.0,a
385022,"CENTER FOR FAMILY SERVICES, INC.",584 Benson Street,CAMDEN,NJ,8103.0,624190.0,Non-Profit Organization,500.0,a
385023,CHIESA SHAHINIAN & GIANTOMASI PC,1 Boland Drive,WEST ORANGE,NJ,7052.0,541110.0,Corporation,259.0,a
385024,"CHW GROUP, INC",1090 KING GEORGES POST RD,EDISON,NJ,8837.0,524128.0,Corporation,0.0,a
385025,COLE SCHOTZ PC,25 Main Street Court Plaza North,HACKENSACK,NJ,7601.0,551112.0,Corporation,264.0,a
385026,CONGOLEUM CORPORATION,3500 QUAKERBRIDGE RD,MERCERVILLE,NJ,8619.0,444190.0,Corporation,330.0,a
385027,CONNELL FOLEY LLP,56 Livingston Avenue 0.0,ROSELAND,NJ,7068.0,541110.0,Partnership,253.0,a
385028,CPC BEHAVIORAL HEALTHCARE INC,10 INDUSTRIAL WAY E STE 108,EATONTOWN,NJ,7724.0,621420.0,Non-Profit Organization,,a
385029,CREAM-O-LAND DAIRY INC,529 Cedar Lane,FLORENCE,NJ,8518.0,424430.0,Subchapter S Corporation,452.0,a
385030,CREATIVE MANAGEMENT SERVICES LLC,15 East Midland Avenue Suite 2B,PARAMUS,NJ,7652.0,561920.0,Limited  Liability Company(LLC),402.0,a
385031,"CRYSTAL SPRINGS SERVICE, INC.",3621 Route 94,HAMBURG,NJ,7419.0,721110.0,Corporation,500.0,a
385032,DATA INC,72 Summit Ave,MONTVALE,NJ,7645.0,541511.0,Corporation,334.0,a
385033,DG3 NORTH AMERICA INC,100 BURMA RD,JERSEY CITY,NJ,7305.0,541613.0,Corporation,319.0,a
385034,DIAGNOSTICA STAGO INC,5 Century Drive Ste 1,PARSIPPANY,NJ,7054.0,423450.0,Corporation,372.0,a
