,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
385722,"PRIMARY CARE PARTNERS, LLC",475 South St,MORRISTOWN,NJ,7960.0,621111.0,Limited  Liability Company(LLC),305.0,b,"475 South St, MORRISTOWN, NJ"
385723,"PRIME EFS, LLC",212 Washington Avenue,CARLSTADT,NJ,7072.0,492110.0,Limited  Liability Company(LLC),430.0,b,"212 Washington Avenue, CARLSTADT, NJ"
385724,PRIME TIME CONSTRUCTION,449 East 18th St,PATERSON,NJ,7524.0,236116.0,Limited  Liability Company(LLC),190.0,b,"449 East 18th St, PATERSON, NJ"
385725,"PRINCETON FOOD SERVICES, LLC",58 E MAIN ST,SOMERVILLE,NJ,8876.0,722513.0,Limited  Liability Company(LLC),473.0,b,"58 E MAIN ST, SOMERVILLE, NJ"
385726,"PRINCETON MEDICAL GROUP, P.A.",419 N. Harrison Street,PRINCETON,NJ,8540.0,621111.0,Corporation,197.0,b,"419 N. Harrison Street, PRINCETON, NJ"
385727,PRINCETON ORTHOPAEDIC ASSOCIATES II PA,325 PRINCETON AVE,PRINCETON,NJ,8540.0,621111.0,Professional Association,205.0,b,"325 PRINCETON AVE, PRINCETON, NJ"
385728,"PRINCETON PROCURE MANAGEMENT, LLC",103 Cedar Grove Ln,SOMERSET,NJ,8873.0,541713.0,Limited  Liability Company(LLC),0.0,b,"103 Cedar Grove Ln, SOMERSET, NJ"
385729,PRINCETON SEARCH LLC,23 ORCHARD ROAD,SKILLMAN,NJ,8558.0,561311.0,Limited  Liability Company(LLC),134.0,b,"23 ORCHARD ROAD, SKILLMAN, NJ"
385730,PRINCETON THEOLOGICAL SEMINARY,64 MERCER ST,PRINCETON,NJ,8540.0,611310.0,Non-Profit Organization,407.0,b,"64 MERCER ST, PRINCETON, NJ"
385731,PRISMATIC DEVELOPMENT CORPORATION,60 US HIGHWAY 46,FAIRFIELD,NJ,7004.0,236210.0,Subchapter S Corporation,89.0,b,"60 US HIGHWAY 46, FAIRFIELD, NJ"
385732,"PROFESSIONAL SECURITY BROADBAND, INC.",43 River Road,NUTLEY,NJ,7110.0,541511.0,Subchapter S Corporation,144.0,b,"43 River Road, NUTLEY, NJ"
385733,PROMOTION IN MOTION INC,25 COMMERCE DR,ALLENDALE,NJ,7401.0,311340.0,Corporation,136.0,b,"25 COMMERCE DR, ALLENDALE, NJ"
385734,"PROSPECT TRANSPORTATION, INC.",630 INDUSTRIAL RD,CARLSTADT,NJ,7072.0,484220.0,Subchapter S Corporation,150.0,b,"630 INDUSTRIAL RD, CARLSTADT, NJ"
385735,"PROTECH POWDER COATINGS, INC.",21 AUDREY PL,FAIRFIELD,NJ,7004.0,325510.0,Corporation,208.0,b,"21 AUDREY PL, FAIRFIELD, NJ"
385736,PRS IN VIVO USA INC,500 Frank W Burr Blvd Ste 5,TEANECK,NJ,7666.0,541712.0,Corporation,128.0,b,"500 Frank W Burr Blvd Ste 5, TEANECK, NJ"
385737,"PRUDENT PUBLISHING CO., INC.",65 Challenger Road,RIDGEFIELD PARK,NJ,7660.0,454110.0,Subchapter S Corporation,164.0,b,"65 Challenger Road, RIDGEFIELD PARK, NJ"
385738,PRUTECH SOLUTIONS INC,555 US Highway 1 South Suite 230,ISELIN,NJ,8830.0,541511.0,Corporation,222.0,b,"555 US Highway 1 South Suite 230, ISELIN, NJ"
385739,PULASKI LOGISTIC SERVICES CORPORATION,451 Frelinghuysen Avenue,NEWARK,NJ,7114.0,484121.0,Subchapter S Corporation,139.0,b,"451 Frelinghuysen Avenue, NEWARK, NJ"
385740,QPHARMA INC,22 South St. 0.0,MORRISTOWN,NJ,7960.0,541690.0,Subchapter S Corporation,105.0,b,"22 South St. 0.0, MORRISTOWN, NJ"
385741,"QQR,LLC",2 ETHEL RD SUITE 205A,EDISON,NJ,8817.0,722513.0,Limited  Liability Company(LLC),470.0,b,"2 ETHEL RD SUITE 205A, EDISON, NJ"
385742,R.P. DESIGN AND MANAGEMENT CO LLC,222 Haddon Avenue Suite 200,HADDON TOWNSHIP,NJ,8108.0,722511.0,Limited  Liability Company(LLC),151.0,b,"222 Haddon Avenue Suite 200, HADDON TOWNSHIP, NJ"
385744,"RAMPS INTERNATIONAL, INC",1199 AMBOY AVE 2F,EDISON,NJ,8837.0,541512.0,Subchapter S Corporation,117.0,b,"1199 AMBOY AVE 2F, EDISON, NJ"
385745,RANCOCAS ANESTHESIOLOGY,15000 MidAtlantic Drive 102,MOUNT LAUREL,NJ,8054.0,621111.0,Corporation,142.0,b,"15000 MidAtlantic Drive 102, MOUNT LAUREL, NJ"
385746,RANG TECHNOLOGIES INC,"15 Corporate Place South, Suite 356",PISCATAWAY,NJ,8854.0,541611.0,Corporation,130.0,b,"15 Corporate Place South, PISCATAWAY, NJ"
385747,RANGAM CONSULTANTS INC,270 Davidson Avenue Suite 103,SOMERSET,NJ,8873.0,561320.0,Limited  Liability Company(LLC),350.0,b,"270 Davidson Avenue Suite 103, SOMERSET, NJ"
385748,RANNEY SCHOOL,235 Hope Road,EATONTOWN,NJ,7724.0,611110.0,Non-Profit Organization,192.0,b,"235 Hope Road, EATONTOWN, NJ"
385749,"RARITAN BUILDING SERVICES, CORP",2 Gourmet Ln STE 600,EDISON,NJ,8837.0,561720.0,Corporation,500.0,b,"2 Gourmet Ln STE 600, EDISON, NJ"
385750,RARITAN PHARMACEUTICALS INC,8 Joanna Ct,EAST BRUNSWICK,NJ,8816.0,325412.0,Corporation,263.0,b,"8 Joanna Ct, EAST BRUNSWICK, NJ"
385751,RASTELLI FOODS,300 Heron Drive,SWEDESBORO,NJ,8085.0,424470.0,Subchapter S Corporation,254.0,b,"300 Heron Drive, SWEDESBORO, NJ"
385752,RAY CATENA MOTOR CAR CORPORATION,910 US Hwy 1,EDISON,NJ,8817.0,441110.0,Corporation,205.0,b,"910 US Hwy 1, EDISON, NJ"
385753,RAY CATENA OF MONMOUTH CORP,2135 STATE ROUTE 35,EDISON,NJ,8817.0,441110.0,Corporation,120.0,b,"2135 STATE ROUTE 35, EDISON, NJ"
385754,"RAYMOND OF NEW JERSEY, LLC",1000 BRIGHTON ST,UNION,NJ,7083.0,333924.0,Limited  Liability Company(LLC),170.0,b,"1000 BRIGHTON ST, UNION, NJ"
385756,RECONSTRUCTIVE ORTHOPEDICS PA,4 EVES DR STE A100,MARLTON,NJ,8053.0,621111.0,Corporation,230.0,b,"4 EVES DR STE A100, MARLTON, NJ"
385757,"REED-LANE, INC.",359 NEWARK POMPTON TPKE,WAYNE,NJ,7470.0,322212.0,Subchapter S Corporation,175.0,b,"359 NEWARK POMPTON TPKE, WAYNE, NJ"
385758,REES SCIENTIFIC CORPORATION,1007 WHITEHEAD ROAD EXT,TRENTON,NJ,8638.0,561621.0,Corporation,0.0,b,"1007 WHITEHEAD ROAD EXT, TRENTON, NJ"
385759,"REINER GROUP, INC.",1107 RIVER RD,FAIR LAWN,NJ,7410.0,238220.0,Corporation,168.0,b,"1107 RIVER RD, FAIR LAWN, NJ"
385760,RELIABLE TIRE DISTRIBUTORS,805 N Black Horse Pike,BLACKWOOD,NJ,8012.0,423130.0,Corporation,224.0,b,"805 N Black Horse Pike, BLACKWOOD, NJ"
385761,"RENEE SYSTEMS, INC",2517 Highway 35,MANASQUAN,NJ,8736.0,541512.0,Corporation,144.0,b,"2517 Highway 35, MANASQUAN, NJ"
385762,"RESINTECH, INC.",160 COOPER RD,WEST BERLIN,NJ,8091.0,325211.0,Subchapter S Corporation,189.0,b,"160 COOPER RD, WEST BERLIN, NJ"
385763,RESOURCE LOGISTICS INC,39 E MILLTOWN RD,EAST BRUNSWICK,NJ,8816.0,531120.0,Subchapter S Corporation,135.0,b,"39 E MILLTOWN RD, EAST BRUNSWICK, NJ"
385764,REVHEALTH LLC,55 BANK ST,MORRISTOWN,NJ,7960.0,541820.0,Limited  Liability Company(LLC),151.0,b,"55 BANK ST, MORRISTOWN, NJ"
385765,RICHARD PAGE,710 US HIGHWAY 46,FAIRFIELD,NJ,7004.0,624410.0,Limited  Liability Company(LLC),446.0,b,"710 US HIGHWAY 46, FAIRFIELD, NJ"
385767,"RIKER DANZIG SHERER HYLAND & PERRETTI, LLP",Headquarters Plaza One Speedwell Ave,MORRISTOWN,NJ,7960.0,541110.0,Partnership,178.0,b,"Headquarters Plaza One Speedwell Ave, MORRISTOWN, NJ"
385768,"RITCHIE & PAGE DISTRIBUTING CO., INC.",175 NEW CANTON WAY,ROBBINSVILLE,NJ,8691.0,424810.0,Subchapter S Corporation,217.0,b,"175 NEW CANTON WAY, ROBBINSVILLE, NJ"
385769,"RITMO LATINO WIRELESS, LLC",1030 Broad Street,SHREWSBURY,NJ,7702.0,517911.0,Limited  Liability Company(LLC),10.0,b,"1030 Broad Street, SHREWSBURY, NJ"
385770,RIVIERA PRODUCE CORP,205 JACKSON ST,ENGLEWOOD,NJ,7631.0,424480.0,Corporation,121.0,b,"205 JACKSON ST, ENGLEWOOD, NJ"
385771,"RLB FOOD DISTRIBUTORS, L.P.",2 DEDRICK PL,WEST CALDWELL,NJ,7006.0,424480.0,Partnership,170.0,b,"2 DEDRICK PL, WEST CALDWELL, NJ"
385772,RMA OF NEW JERSEY LLC,140 ALLEN RD,BASKING RIDGE,NJ,7920.0,621410.0,Limited  Liability Company(LLC),97.0,b,"140 ALLEN RD, BASKING RIDGE, NJ"
385773,RMANJ MANAGEMENT LLC,140 ALLEN RD,BASKING RIDGE,NJ,7920.0,531120.0,Limited  Liability Company(LLC),347.0,b,"140 ALLEN RD, BASKING RIDGE, NJ"
385774,ROBERT WOOD JOHNSON VISITING NURSES INC,972 Shoppes Boulevard,NORTH BRUNSWICK,NJ,8902.0,621610.0,Non-Profit Organization,233.0,b,"972 Shoppes Boulevard, NORTH BRUNSWICK, NJ"
385775,ROMAN E & G CORP.,14 Ogden Street,NEWARK,NJ,7104.0,335932.0,Corporation,127.0,b,"14 Ogden Street, NEWARK, NJ"
385776,ROMARK LOGISTICS OF PA INC,822 South Avenue West,WESTFIELD,NJ,7090.0,541614.0,Subchapter S Corporation,219.0,b,"822 South Avenue West, WESTFIELD, NJ"
385777,ROOSEVELT PAPER CO,1 ROOSEVELT DR,MOUNT LAUREL,NJ,8054.0,424110.0,Subchapter S Corporation,293.0,b,"1 ROOSEVELT DR, MOUNT LAUREL, NJ"
385778,"ROTOR CLIP COMPANY, INC.",187 Davidson Ave,SOMERSET,NJ,8873.0,326130.0,Corporation,271.0,b,"187 Davidson Ave, SOMERSET, NJ"
385779,ROUTE 46 CHRYSLER JEEP DODGE LLC,1655 ROUTE 46,LITTLE FALLS,NJ,7424.0,441110.0,Limited  Liability Company(LLC),132.0,b,"1655 ROUTE 46, LITTLE FALLS, NJ"
385780,ROYAL WINE,63 Le Fante Way,BAYONNE,NJ,7002.0,311999.0,Subchapter S Corporation,307.0,b,"63 Le Fante Way, BAYONNE, NJ"
385781,"RPM MANAGEMENT, LLC",77 Park Street,MONTCLAIR,NJ,7042.0,531390.0,Limited  Liability Company(LLC),153.0,b,"77 Park Street, MONTCLAIR, NJ"
385782,RR&F LOGISTICS LLC,395 W PASSAIC ST STE 425,ROCHELLE PARK,NJ,7662.0,484110.0,Limited  Liability Company(LLC),138.0,b,"395 W PASSAIC ST STE 425, ROCHELLE PARK, NJ"
385783,RUTGERS PREPARATORY SCHOOL,1345 Easton Ave,SOMERSET,NJ,8873.0,611110.0,Non-Profit Organization,193.0,b,"1345 Easton Ave, SOMERSET, NJ"
385784,S.W. ELECTRONICS & MANUFACTURING CORP.,1215 N CHURCH ST,MOORESTOWN,NJ,8057.0,335999.0,Corporation,179.0,b,"1215 N CHURCH ST, MOORESTOWN, NJ"
385786,SAIBER LLC,18 Columbia Turnpike Suite 200,FLORHAM PARK,NJ,7932.0,541110.0,Limited  Liability Company(LLC),97.0,b,"18 Columbia Turnpike Suite 200, FLORHAM PARK, NJ"
385787,"SAKAR INTERNATIONAL, INC",195 Carter Dr,EDISON,NJ,8817.0,423620.0,Subchapter S Corporation,144.0,b,"195 Carter Dr, EDISON, NJ"
385788,SALEM COUNTY HOSPITAL CORP,310 Woodstown Road,SALEM,NJ,8079.0,622110.0,Non-Profit Organization,322.0,b,"310 Woodstown Road, SALEM, NJ"
385789,SALSON LOGISTICS INC,888 Doremus Avenue,NEWARK,NJ,7114.0,484110.0,Sole Proprietorship,495.0,b,"888 Doremus Avenue, NEWARK, NJ"
385790,SAMARITAN HEALTHCARE & HOSPICE INC,5 EVES DR ste 300,MARLTON,NJ,8053.0,623110.0,Non-Profit Organization,398.0,b,"5 EVES DR ste 300, MARLTON, NJ"
385791,SARGENTI CORPORATION,"461 From Road, Ste 200",PARAMUS,NJ,7652.0,541310.0,Subchapter S Corporation,143.0,b,"461 From Road, PARAMUS, NJ"
385792,"SAX, LLP",855 VALLEY RD,CLIFTON,NJ,7013.0,541211.0,Limited Liability Partnership,193.0,b,"855 VALLEY RD, CLIFTON, NJ"
385793,"SBF CONSTRUCTION, INC.",900 Main St,HACKENSACK,NJ,7601.0,238110.0,Corporation,206.0,b,"900 Main St, HACKENSACK, NJ"
385794,"SCARC, INC",11 route 206 suite 100,WASHINGTON,NJ,7882.0,813319.0,Non-Profit Organization,246.0,b,"11 route 206 suite 100, WASHINGTON, NJ"
385795,SCARINCI & HOLLENBACK,1100 Valley Brook Avenue,LYNDHURST,NJ,7071.0,541110.0,Limited  Liability Company(LLC),127.0,b,"1100 Valley Brook Avenue, LYNDHURST, NJ"
385796,"SCHENCK PRICE SMITH & KING, LLP",220 Park Avenue 0.0,FLORHAM PARK,NJ,7932.0,541110.0,Limited Liability Partnership,103.0,b,"220 Park Avenue 0.0, FLORHAM PARK, NJ"
385797,SCHIFANO CONSTRUCTION CORP,1 smalley avenue,MIDDLESEX,NJ,8846.0,237990.0,Subchapter S Corporation,187.0,b,"1 smalley avenue, MIDDLESEX, NJ"
385798,"SCIENTIFIC DESIGN COMPANY, INC.",39 INDUSTRIAL AVE,LITTLE FERRY,NJ,7643.0,325180.0,Corporation,142.0,b,"39 INDUSTRIAL AVE, LITTLE FERRY, NJ"
385799,SCOTTO GEORGE AND MARTHA'S LLC,25 WASHINGTON ST,MORRISTOWN,NJ,7960.0,722511.0,Limited  Liability Company(LLC),146.0,b,"25 WASHINGTON ST, MORRISTOWN, NJ"
385800,SDI TECHNOLOGIES,1299 Main Street 0.0,RAHWAY,NJ,7065.0,423990.0,Subchapter S Corporation,50.0,b,"1299 Main Street 0.0, RAHWAY, NJ"
385801,SEA BOX INC,1 SEABOX DR,CINNAMINSON,NJ,8077.0,336212.0,Subchapter S Corporation,260.0,b,"1 SEABOX DR, CINNAMINSON, NJ"
385803,SEAVIEW ORTHOPAEDIC & MEDICAL ASSOCIATES,1200 Eagle Avenue,OCEAN,NJ,7712.0,621111.0,Limited Liability Partnership,283.0,b,"1200 Eagle Avenue, OCEAN, NJ"
385804,SELDAT DISTRIBUTION INC,one cragewood suite 103A,SOUTH PLAINFIELD,NJ,7080.0,493190.0,Corporation,400.0,b,"one cragewood suite 103A, SOUTH PLAINFIELD, NJ"
385806,SERVICES FOR CHILDREN WITH HIDDEN INTELLIGENCE INC,345 OAK ST,LAKEWOOD,NJ,8701.0,611110.0,Non-Profit Organization,490.0,b,"345 OAK ST, LAKEWOOD, NJ"
385807,SETON HALL PREPARATORY SCHOOL,120 Northfield Ave,WEST ORANGE,NJ,7052.0,611110.0,Non-Profit Organization,141.0,b,"120 Northfield Ave, WEST ORANGE, NJ"
385808,SEVEN CS BUILDING MAINTENANCE CO,133 GAITHER DRIVE,MOUNT LAUREL,NJ,8054.0,561720.0,Partnership,0.0,b,"133 GAITHER DRIVE, MOUNT LAUREL, NJ"
385809,"SHEPPARD BUS SERVICE, INC.",300 M Street,MILLVILLE,NJ,8332.0,485210.0,Corporation,500.0,b,"300 M Street, MILLVILLE, NJ"
385810,"SHOPRITE OF OAKLAND, INC.",14 Post Road,OAKLAND,NJ,7436.0,445110.0,Corporation,313.0,b,"14 Post Road, OAKLAND, NJ"
385811,"SHORE HEALTH GROUP, PC","1659 Route 88, Suite 2B",BRICK,NJ,8724.0,561110.0,Professional Association,225.0,b,"1659 Route 88, BRICK, NJ"
385812,"SHOWMAN FABRICATORS, INC.",148 E 5TH ST,BAYONNE,NJ,7002.0,238990.0,Corporation,120.0,b,"148 E 5TH ST, BAYONNE, NJ"
385813,SIGMA CORPORATION,700 Goldman Drive,CREAM RIDGE,NJ,8514.0,221310.0,Corporation,241.0,b,"700 Goldman Drive, CREAM RIDGE, NJ"
385814,SIMPLY AMAZING LLC,200 PERFORMANCE DRIVE,MAHWAH,NJ,7495.0,445120.0,Limited  Liability Company(LLC),402.0,b,"200 PERFORMANCE DRIVE, MAHWAH, NJ"
385815,"SIMPSON AND BROWN, INC.",119 NORTH AVENUE W,CRANFORD,NJ,7016.0,541110.0,Subchapter S Corporation,124.0,b,"119 NORTH AVENUE W, CRANFORD, NJ"
385816,SINAI CENTER FOR REHABILITATION AND HEAL,211 BOULEVARD OF THE AMERICAS,LAKEWOOD,NJ,8701.0,621399.0,Limited  Liability Company(LLC),443.0,b,"211 BOULEVARD OF THE AMERICAS, LAKEWOOD, NJ"
385817,SINAI MANUFACTURING CORP.,133 KOSSUTH ST,NEWARK,NJ,7105.0,315210.0,Corporation,0.0,b,"133 KOSSUTH ST, NEWARK, NJ"
385818,"SITETRACKER, INC.",491 BLOOMFIELD AVE #301,MONTCLAIR,NJ,7042.0,541511.0,Corporation,130.0,b,"491 BLOOMFIELD AVE #301, MONTCLAIR, NJ"
385819,"SJ TRANSPORTATION CO, INC",1176 US Route 40,WOODSTOWN,NJ,8098.0,484121.0,Corporation,133.0,b,"1176 US Route 40, WOODSTOWN, NJ"
385820,SJS HOSPITALITY LLC,660 River Rd,EDGEWATER,NJ,7020.0,721110.0,Limited  Liability Company(LLC),270.0,b,"660 River Rd, EDGEWATER, NJ"
385821,SKYLANDS MEDICAL GROUP PA,33 Newton-Sparta Road,NEWTON,NJ,7860.0,621111.0,Corporation,190.0,b,"33 Newton-Sparta Road, NEWTON, NJ"
385822,SMART WORKS LLC,55 EDISON AVE,EDISON,NJ,8820.0,541512.0,Limited  Liability Company(LLC),140.0,b,"55 EDISON AVE, EDISON, NJ"
385823,"SMOLIN, LUPIN AND CO., PA",165 PASSAIC AVE,FAIRFIELD,NJ,7004.0,541211.0,Partnership,95.0,b,"165 PASSAIC AVE, FAIRFIELD, NJ"
385824,SNOW CREEK LLC,200 Route 94,VERNON,NJ,7462.0,531110.0,Limited  Liability Company(LLC),500.0,b,"200 Route 94, VERNON, NJ"
385825,"SNOW JOE, LLC",305 VETERANS BLVD,CARLSTADT,NJ,7072.0,423820.0,Limited  Liability Company(LLC),225.0,b,"305 VETERANS BLVD, CARLSTADT, NJ"
385826,"SOBEL & CO., LLC CERTIFIED PUBLIC ACCOUNTANTS",293 EISENHOWER PKWY,LIVINGSTON,NJ,7039.0,541211.0,Limited  Liability Company(LLC),180.0,b,"293 EISENHOWER PKWY, LIVINGSTON, NJ"
385827,SOFTWARE GALAXY SYSTEMS LLC,4390 Route 1 N Ste 306,PRINCETON,NJ,8540.0,561330.0,Limited  Liability Company(LLC),410.0,b,"4390 Route 1 N Ste 306, PRINCETON, NJ"
385828,SOLIX INC,10 LANIDEX PLZ W,PARSIPPANY,NJ,7054.0,541219.0,Corporation,204.0,b,"10 LANIDEX PLZ W, PARSIPPANY, NJ"
385830,"SOMOS, INC.","2 Tower Center Blvd, 20th Fl. 0.0",EAST BRUNSWICK,NJ,8816.0,517919.0,Non-Profit Organization,113.0,b,"2 Tower Center Blvd, EAST BRUNSWICK, NJ"
385831,SOURCE INFOTECH INC,3840 PARK AVE STE 205,EDISON,NJ,8820.0,541511.0,Corporation,130.0,b,"3840 PARK AVE STE 205, EDISON, NJ"
385832,SOURCE ONE TECHNICAL SOLUTIONS LLC,1250 STATE ROUTE 28 Suite 303,SOMERVILLE,NJ,8876.0,561330.0,Limited  Liability Company(LLC),209.0,b,"1250 STATE ROUTE 28 Suite 303, SOMERVILLE, NJ"
385833,SOUTHERN JERSEY FAMILY MEDICAL CENTERS INC,1 White Horse Pike,HAMMONTON,NJ,8037.0,813219.0,Non-Profit Organization,201.0,b,"1 White Horse Pike, HAMMONTON, NJ"
385834,"SOVEREIGN DISTRIBUTORS, INC.",2030 Springdale Road Suite 400,CHERRY HILL,NJ,8003.0,442210.0,Subchapter S Corporation,349.0,b,"2030 Springdale Road Suite 400, CHERRY HILL, NJ"
385835,SOVEREIGN MEDICAL GROUP,85 Harristown Road,GLEN ROCK,NJ,7452.0,621493.0,Limited  Liability Company(LLC),180.0,b,"85 Harristown Road, GLEN ROCK, NJ"
385836,SOVEREIGN MEDICAL GROUP,85 Harristown Rd,GLEN ROCK,NJ,7452.0,621493.0,Limited  Liability Company(LLC),0.0,b,"85 Harristown Rd, GLEN ROCK, NJ"
385837,SPECTROTEL INC,3535 ROUTE 66 STE 7,NEPTUNE,NJ,7753.0,517911.0,Corporation,153.0,b,"3535 ROUTE 66 STE 7, NEPTUNE, NJ"
385838,"SPECTRUM 360, A NEW JERSEY NONPROFIT COR",1 SUNSET AVE,VERONA,NJ,7044.0,611110.0,Non-Profit Organization,353.0,b,"1 SUNSET AVE, VERONA, NJ"
385839,SPINIELLO COMPANIES,354 Eisenhower Parkway,LIVINGSTON,NJ,7039.0,237990.0,Subchapter S Corporation,252.0,b,"354 Eisenhower Parkway, LIVINGSTON, NJ"
385840,SPIRAL BINDING LLC,One Maltese Drive,TOTOWA,NJ,7512.0,326199.0,Limited  Liability Company(LLC),232.0,b,"One Maltese Drive, TOTOWA, NJ"
385843,"SPRUCE TECHNOLOGY, INC",1149 Bloomfield Ave Suite G,CLIFTON,NJ,7012.0,541519.0,Corporation,180.0,b,"1149 Bloomfield Ave Suite G, CLIFTON, NJ"
385844,SS WHITE BURS INC.,1145 TOWBIN AVE,LAKEWOOD,NJ,8701.0,621210.0,Subchapter S Corporation,0.0,b,"1145 TOWBIN AVE, LAKEWOOD, NJ"
385845,"SSS EDUCATION, INC.",546 Route 46,TETERBORO,NJ,7608.0,611310.0,Corporation,398.0,b,"546 Route 46, TETERBORO, NJ"
385846,ST PETER'S PREPARATORY SCHOOL,144 Grand ST,JERSEY CITY,NJ,7302.0,611110.0,Non-Profit Organization,117.0,b,"144 Grand ST, JERSEY CITY, NJ"
385847,ST. JAMES ROMAN CATHOLIC CHURCH,94 BROAD ST,RED BANK,NJ,7701.0,611110.0,Non-Profit Organization,190.0,b,"94 BROAD ST, RED BANK, NJ"
385848,STAFFING SYNERGIES INC,100 Matawan Road Suite 130,MATAWAN,NJ,7747.0,561311.0,Corporation,0.0,b,"100 Matawan Road Suite 130, MATAWAN, NJ"
385850,"STARK & STARK, A PROFESSIONAL CORPORATION",993 Lenox Drive Bldg 2,LAWRENCE TOWNSHIP,NJ,8648.0,541110.0,Corporation,240.0,b,"993 Lenox Drive Bldg 2, LAWRENCE TOWNSHIP, NJ"
385851,"STATE LINE CONSTRUCTION CO, INC.",225 Pacific Street,NEWARK,NJ,7114.0,238110.0,Subchapter S Corporation,103.0,b,"225 Pacific Street, NEWARK, NJ"
385852,"STAVOLA ASPHALT COMPANY, INC",175 Drift Road,EATONTOWN,NJ,7724.0,423330.0,Subchapter S Corporation,94.0,b,"175 Drift Road, EATONTOWN, NJ"
385853,"STEALTHBITS TECHNOLOGIES, INC.",200 CENTRAL AVE,HAWTHORNE,NJ,7506.0,541512.0,Corporation,164.0,b,"200 CENTRAL AVE, HAWTHORNE, NJ"
385855,STORIS INC,400 VALLEY RD,MOUNT ARLINGTON,NJ,7856.0,511210.0,Subchapter S Corporation,146.0,b,"400 VALLEY RD, MOUNT ARLINGTON, NJ"
385856,STRAIGHT AND NARROW INC,508 STRAIGHT STREET,PATERSON,NJ,7501.0,623220.0,Non-Profit Organization,284.0,b,"508 STRAIGHT STREET, PATERSON, NJ"
385857,STRATEGIC RESOURCES INTERNATIONAL INC,"777 Washington Rd,2",PARLIN,NJ,8859.0,541511.0,Corporation,210.0,b,"777 Washington Rd, PARLIN, NJ"
385858,STRATO INC.,100 NEW ENGLAND AVE,PISCATAWAY,NJ,8854.0,336510.0,Corporation,94.0,b,"100 NEW ENGLAND AVE, PISCATAWAY, NJ"
385859,STRIVE PHYSICAL THERAPY AND SPORTS REHABILITATION LLC,224 STRAWBRIDGE DR,MOORESTOWN,NJ,8057.0,621340.0,Limited  Liability Company(LLC),164.0,b,"224 STRAWBRIDGE DR, MOORESTOWN, NJ"
385860,STYLEX INC,740 COOPERTOWN RD,DELANCO,NJ,8075.0,337214.0,Subchapter S Corporation,245.0,b,"740 COOPERTOWN RD, DELANCO, NJ"
385861,SUB-TECH SERVICES LLC,42 Hamilton Road,GLEN RIDGE,NJ,7028.0,238990.0,Corporation,128.0,b,"42 Hamilton Road, GLEN RIDGE, NJ"
385862,"SUBURBAN CONSULTING ENGINEERS, INC.",96 US Highway 206,FLANDERS,NJ,7836.0,541330.0,Subchapter S Corporation,110.0,b,"96 US Highway 206, FLANDERS, NJ"
385863,SUBURBAN DISPOSAL INC,54 MONTESANO RD,FAIRFIELD,NJ,7004.0,562111.0,Corporation,390.0,b,"54 MONTESANO RD, FAIRFIELD, NJ"
385864,"SUMMIT FINANCIAL HOLDINGS, LLC",4 Campus Drive,PARSIPPANY,NJ,7054.0,523930.0,Limited  Liability Company(LLC),0.0,b,"4 Campus Drive, PARSIPPANY, NJ"
385865,SUNNY DAYS EARLY CHILDHOOD DEVELOPMENTAL SERVICES,300 Corporate Center Drive,MANALAPAN,NJ,7726.0,621340.0,Corporation,0.0,b,"300 Corporate Center Drive, MANALAPAN, NJ"
385866,SUNSHINE BOUQUET COMPANY,3 CHRIS CT STE A,DAYTON,NJ,8810.0,453998.0,Corporation,400.0,b,"3 CHRIS CT STE A, DAYTON, NJ"
385867,SUPREMO FOODS LLC,249 E. Front St.,PLAINFIELD,NJ,7060.0,445110.0,Limited  Liability Company(LLC),362.0,b,"249 E. Front St., PLAINFIELD, NJ"
385869,"SWANKTEK,INC",510 FRANKLIN AVE,NUTLEY,NJ,7110.0,541519.0,Corporation,231.0,b,"510 FRANKLIN AVE, NUTLEY, NJ"
385870,TAKE HOME THE BREAD,350 Passaic Avenue 2nd Floor,FAIRFIELD,NJ,7004.0,722513.0,Limited  Liability Company(LLC),417.0,b,"350 Passaic Avenue 2nd Floor, FAIRFIELD, NJ"
385872,TAYLOR MANAGEMENT COMPANY,80 S JEFFERSON RD,WHIPPANY,NJ,7981.0,531311.0,Subchapter S Corporation,203.0,b,"80 S JEFFERSON RD, WHIPPANY, NJ"
385873,TAYLOR OIL. INC,77 Second street,SOMERVILLE,NJ,8876.0,454310.0,Corporation,155.0,b,"77 Second street, SOMERVILLE, NJ"
385874,TECHDEMOCRACY LLC,499 THORNALL ST Fl 3,EDISON,NJ,8837.0,541519.0,Limited  Liability Company(LLC),134.0,b,"499 THORNALL ST Fl 3, EDISON, NJ"
385875,TECHNO-COMP INC,200 CENTENNIAL AVE STE 207,PISCATAWAY,NJ,8854.0,541512.0,Corporation,207.0,b,"200 CENTENNIAL AVE STE 207, PISCATAWAY, NJ"
385876,TECHNUMEN INC,242 OLD NEWBRUNSWICK RD SUITE 310,PISCATAWAY,NJ,8854.0,561320.0,Corporation,180.0,b,"242 OLD NEWBRUNSWICK RD SUITE 310, PISCATAWAY, NJ"
385877,TEKNION LLC,350 Fellowship Road Suite 100,MOUNT LAUREL,NJ,8054.0,337214.0,Limited  Liability Company(LLC),195.0,b,"350 Fellowship Road Suite 100, MOUNT LAUREL, NJ"
