,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,JobsRetained,LoanCat,full_addr
358918,JOHNSTON ARCHITECTURE,SUIT 214 1213 CULBRETH DR,WILMINGTON,NC,28405.0,541310.0,Sole Proprietorship,2.0,a,"SUIT 214 1213 CULBRETH DR, WILMINGTON, NC"
358919,K & W CAFETERIAS INC,1391 PLAZA WEST RD,WINSTON SALEM,NC,27103.0,722514.0,Corporation,500.0,a,"1391 PLAZA WEST RD, WINSTON SALEM, NC"
358920,KEY RESOURCES INC.,3703 W MARKET ST STE A,GREENSBORO,NC,27403.0,561311.0,Corporation,500.0,a,"3703 W MARKET ST STE A, GREENSBORO, NC"
358921,"LANE & ASSOCIATES, INC.",15 RAWLS RD STE 100,ANGIER,NC,27501.0,561311.0,Corporation,455.0,a,"15 RAWLS RD STE 100, ANGIER, NC"
358922,LENOIR-RHYNE UNIVERISTY,643 8th Avenue NE,HICKORY,NC,28601.0,611310.0,Non-Profit Organization,0.0,a,"643 8th Avenue NE, HICKORY, NC"
358923,"LITTLE DIVERSIFIED ARCHITECTURAL CONSULTING, INC.","615 South College Street, Suite 1600",CHARLOTTE,NC,28202.0,541310.0,Subchapter S Corporation,0.0,a,"615 South College Street, CHARLOTTE, NC"
358924,LMR  LLC,6510 Chapel Hill Rd,RALEIGH,NC,27607.0,722511.0,Limited  Liability Company(LLC),0.0,a,"6510 Chapel Hill Rd, RALEIGH, NC"
358925,LOWER CAPE FEAR HOSPICE INCORPORATED,1414 PHYSICIANS DR,WILMINGTON,NC,28401.0,623110.0,Non-Profit Organization,299.0,a,"1414 PHYSICIANS DR, WILMINGTON, NC"
358926,MARSH FURNITURE COMPANY,1001 S Centennial St,HIGH POINT,NC,27260.0,337110.0,Subchapter S Corporation,500.0,a,"1001 S Centennial St, HIGH POINT, NC"
358927,MCCREARY MODERN INC,2564 US 321 HWY,NEWTON,NC,28658.0,337121.0,Subchapter S Corporation,500.0,a,"2564 US 321 HWY, NEWTON, NC"
358928,MEASUREMENT INCORPORATED,423 MORRIS ST,DURHAM,NC,27701.0,611710.0,Corporation,342.0,a,"423 MORRIS ST, DURHAM, NC"
358929,MECHANICAL SYSTEMS & SERV,1001 TUCKASEEGEE RD,CHARLOTTE,NC,28208.0,238220.0,Corporation,434.0,a,"1001 TUCKASEEGEE RD, CHARLOTTE, NC"
358930,MERIDIAN WASTE ACQUISITIONS LLC,5925 CARNEGIE BLVD STE 370,CHARLOTTE,NC,28209.0,562111.0,Limited  Liability Company(LLC),384.0,a,"5925 CARNEGIE BLVD STE 370, CHARLOTTE, NC"
358931,MICKEY TRUCK BODIES INC AND SUBSIDIARIES,1305 TRINITY AVE,HIGH POINT,NC,27260.0,336212.0,Corporation,474.0,a,"1305 TRINITY AVE, HIGH POINT, NC"
358932,MONARCH,350 PEE DEE AVE STE A,ALBEMARLE,NC,28001.0,621420.0,Corporation,500.0,a,"350 PEE DEE AVE STE A, ALBEMARLE, NC"
358933,MYCOMPUTERCAREER.COMINC.,1108 Hollymont Dr,HOLLY SPRINGS,NC,27540.0,611710.0,Corporation,500.0,a,"1108 Hollymont Dr, HOLLY SPRINGS, NC"
358934,"ORTHOCAROLINA, PA",4601 Park Road Suite 250,CHARLOTTE,NC,28209.0,621111.0,Professional Association,500.0,a,"4601 Park Road Suite 250, CHARLOTTE, NC"
358935,"PARKER POE ADAMS & BERNSTEIN, LLP",401 South Tryon Street Suite 3000,CHARLOTTE,NC,28202.0,541110.0,Limited Liability Partnership,295.0,a,"401 South Tryon Street Suite 3000, CHARLOTTE, NC"
358936,"PINEHURST, LLC",80 Carolina Vista,PINEHURST,NC,28374.0,721110.0,Limited  Liability Company(LLC),500.0,a,"80 Carolina Vista, PINEHURST, NC"
358937,"PRECISION FABRICS GROUP, INC",301 N ELM ST Suite 600,GREENSBORO,NC,27401.0,313310.0,Corporation,500.0,a,"301 N ELM ST Suite 600, GREENSBORO, NC"
358938,QUALITY EQUIPMENT LLC,2214 N Main St,FUQUAY VARINA,NC,27526.0,444210.0,Limited  Liability Company(LLC),500.0,a,"2214 N Main St, FUQUAY VARINA, NC"
358939,RALEIGH ORTHOPAEDIC CLINIC PA,3001 Edwards Mill Dr. Suite 200,RALEIGH,NC,27612.0,621111.0,Corporation,380.0,a,"3001 Edwards Mill Dr. Suite 200, RALEIGH, NC"
358940,RCR ENTERPRISES LLC,425 Industrial Dr,WELCOME,NC,27374.0,711219.0,Limited  Liability Company(LLC),334.0,a,"425 Industrial Dr, WELCOME, NC"
358941,"RHO, INC.",2635 NC HIGHWAY 54,DURHAM,NC,27713.0,541714.0,Corporation,474.0,a,"2635 NC HIGHWAY 54, DURHAM, NC"
358942,"RICCOBENE & ASSOCIATES I, DDS, P.A",3434 KILDAIRE FARM RD,CARY,NC,27518.0,621210.0,Corporation,470.0,a,"3434 KILDAIRE FARM RD, CARY, NC"
358943,ROBERT E MASON & ASSOCIATES INC,5821 Fairview Rd Suite 208,CHARLOTTE,NC,28209.0,423830.0,Corporation,255.0,a,"5821 Fairview Rd Suite 208, CHARLOTTE, NC"
358944,RPG CO LLC,100 MAGNOLIA RD STE 2207,PINEHURST,NC,28374.0,236220.0,Limited  Liability Company(LLC),300.0,a,"100 MAGNOLIA RD STE 2207, PINEHURST, NC"
358946,SHERRILL FURNITURE COMPANY,2405 Highland Ave NE,HICKORY,NC,28601.0,337121.0,Corporation,500.0,a,"2405 Highland Ave NE, HICKORY, NC"
358947,SOUTHEAST INDUSTRIAL EQUIPMENT INC,12200 Steele Creek Rd,CHARLOTTE,NC,28273.0,423830.0,Corporation,403.0,a,"12200 Steele Creek Rd, CHARLOTTE, NC"
358948,"SOUTHERN PUMP AND TANK COMPANY, LLC",8303 University Executive Park Drive Suite 400,CHARLOTTE,NC,28262.0,423830.0,Limited  Liability Company(LLC),250.0,a,"8303 University Executive Park Drive Suite 400, CHARLOTTE, NC"
358949,SPECTRAFORCE TECHNOLOGIES INC,500 W Peace Street,RALEIGH,NC,27603.0,561311.0,Corporation,500.0,a,"500 W Peace Street, RALEIGH, NC"
358950,SPORTS ENDEAVORS INCORPORATED,431 US HIGHWAY  E,HILLSBOROUGH,NC,27278.0,454110.0,Corporation,437.0,a,"431 US HIGHWAY  E, HILLSBOROUGH, NC"
358951,SPORTSMEDIA TECHNOLOGY CORPORATION,3511 UNIVERSITY DR,DURHAM,NC,27707.0,541490.0,Corporation,484.0,a,"3511 UNIVERSITY DR, DURHAM, NC"
358952,STRUCTURE MEDICAL LLC,123 CAYUGA DR,MOORESVILLE,NC,28117.0,339112.0,Limited  Liability Company(LLC),333.0,a,"123 CAYUGA DR, MOORESVILLE, NC"
358953,SUMMIT DESIGN & ENGINEERING,320 EXECUTIVE COURT,HILLSBOROUGH,NC,27278.0,541330.0,Corporation,373.0,a,"320 EXECUTIVE COURT, HILLSBOROUGH, NC"
358954,"TANDS, INC.",335 N QUEEN ST,KINSTON,NC,28501.0,722513.0,Corporation,500.0,a,"335 N QUEEN ST, KINSTON, NC"
358955,THE BUDD GROUP,2325 S. STRATFORD RD,WINSTON SALEM,NC,27103.0,561720.0,Subchapter S Corporation,500.0,a,"2325 S. STRATFORD RD, WINSTON SALEM, NC"
358956,THE JOHN R MCADAMS COMPANY INC,2905 MERIDIAN PKWY,DURHAM,NC,27713.0,541330.0,Corporation,273.0,a,"2905 MERIDIAN PKWY, DURHAM, NC"
358957,THE LOGISTICS COMPANY INC,3400 WALSH PKWY,FAYETTEVILLE,NC,28311.0,561210.0,Corporation,500.0,a,"3400 WALSH PKWY, FAYETTEVILLE, NC"
358958,"TRUE HOMES, LLC",2649 BREKONRIDGE CENTRE DRIVE,MONROE,NC,28110.0,561499.0,Limited  Liability Company(LLC),0.0,a,"2649 BREKONRIDGE CENTRE DRIVE, MONROE, NC"
358959,"TRYON MEDICAL PARTNERS, PLLC",5950 FAIRVIEW RD,CHARLOTTE,NC,28210.0,621111.0,Limited  Liability Company(LLC),380.0,a,"5950 FAIRVIEW RD, CHARLOTTE, NC"
358960,TUPELO HONEY HOSPITALITY CORPORATION,"1200 Ridgefield Blvd, Suite 290",ASHEVILLE,NC,28806.0,722511.0,Corporation,500.0,a,"1200 Ridgefield Blvd, ASHEVILLE, NC"
358961,"UNION CORRUGATING COMPANY HOLDINGS, INC.","701 South King Street,",FAYETTEVILLE,NC,28301.0,332311.0,Corporation,499.0,a,"701 South King Street, FAYETTEVILLE, NC"
358962,"VANGUARD FURNITURE CO., INC.",109 SIMPSON ST,CONOVER,NC,28613.0,337121.0,Corporation,500.0,a,"109 SIMPSON ST, CONOVER, NC"
358964,"WINSTON-SALEM INDUSTRIES FOR THE BLIND, INC.",7730 North Point Blvd,WINSTON-SALEM,NC,27106.0,337910.0,Non-Profit Organization,0.0,a,"7730 North Point Blvd, WINSTON-SALEM, NC"
358965,WITHERSRAVENEL INC.,115 MacKenan Dr,CARY,NC,27511.0,541330.0,Corporation,254.0,a,"115 MacKenan Dr, CARY, NC"
358966,WORLDWIDE LANGUAGE RESOURCES INC,308 PERSON ST,FAYETTEVILLE,NC,28301.0,561990.0,Limited  Liability Company(LLC),280.0,a,"308 PERSON ST, FAYETTEVILLE, NC"
375191,"ACME ELECTRIC MOTOR, INC.",1101 N Washington St,GRAND FORKS,ND,58203.0,423710.0,Subchapter S Corporation,473.0,a,"1101 N Washington St, GRAND FORKS, ND"
375192,"ADVANCED ENGINEERING AND ENVIRONMENTAL SERVICES, INC.",4050 GARDENVIEW DR Ste 200,GRAND FORKS,ND,58201.0,541330.0,Corporation,250.0,a,"4050 GARDENVIEW DR Ste 200, GRAND FORKS, ND"
375193,ANNE CARLSEN CENTER,701 3rd ST NE,JAMESTOWN,ND,58401.0,623210.0,Non-Profit Organization,479.0,a,"701 3rd ST NE, JAMESTOWN, ND"
375194,EDGEWOOD OPCO LLC,322 Demers Ave Suite 500,GRAND FORKS,ND,58201.0,623312.0,Limited  Liability Company(LLC),500.0,a,"322 Demers Ave Suite 500, GRAND FORKS, ND"
375195,"MILLER INSULATION CO, INC.",3520 E. Century Avenue,BISMARCK,ND,58503.0,236210.0,Subchapter S Corporation,394.0,a,"3520 E. Century Avenue, BISMARCK, ND"
375196,MINN-DAK FARMERS COOPERATIVE,7525 RED RIVER RD,WAHPETON,ND,58075.0,311313.0,Corporation,500.0,a,"7525 RED RIVER RD, WAHPETON, ND"
375197,"NORED, INC.",800 31st AVE SW,MINOT,ND,58701.0,423820.0,Subchapter S Corporation,479.0,a,"800 31st AVE SW, MINOT, ND"
375198,NORTHERN IMPROVEMENT COMPANY,4000 12TH AVE,FARGO,ND,58102.0,237310.0,Corporation,0.0,a,"4000 12TH AVE, FARGO, ND"
375199,"STEFFES & SON MANUFACTURING, I",3050 Highway 22 North,DICKINSON,ND,58601.0,333132.0,Limited  Liability Company(LLC),500.0,a,"3050 Highway 22 North, DICKINSON, ND"
375200,STRATA CORPORATION,1600 N 48TH ST,GRAND FORKS,ND,58203.0,237310.0,Corporation,0.0,a,"1600 N 48TH ST, GRAND FORKS, ND"
375201,"TRUENORTH STEEL, INC.",702 13TH AVE,WEST FARGO,ND,58078.0,332312.0,Subchapter S Corporation,250.0,a,"702 13TH AVE, WEST FARGO, ND"
375202,VALLEY SENIOR LIVING,2900 14th Ave S,GRAND FORKS,ND,58201.0,623110.0,Non-Profit Organization,500.0,a,"2900 14th Ave S, GRAND FORKS, ND"
375203,W.W. WALLWORK INC,900 35TH ST,FARGO,ND,58102.0,423110.0,Corporation,483.0,a,"900 35TH ST, FARGO, ND"
375204,"WYOMING CASING SERVICE, INC.",198 40th St E,DICKINSON,ND,58601.0,213112.0,Subchapter S Corporation,399.0,a,"198 40th St E, DICKINSON, ND"
377369,"21ST CENTURY EQUIPMENT, LLC",601   5TH AVE,SCOTTSBLUFF,NE,69361.0,811310.0,Limited  Liability Company(LLC),250.0,a,"601   5TH AVE, SCOTTSBLUFF, NE"
377370,ALL NATIVE MANAGED SERVICES COMPANY,1 Mission Drive,WINNEBAGO,NE,68071.0,541611.0,Corporation,355.0,a,"1 Mission Drive, WINNEBAGO, NE"
377372,AURORA COOPERATIVE ELEVATOR COMPANY,2225 Q ST,AURORA,NE,68818.0,325193.0,Corporation,500.0,a,"2225 Q ST, AURORA, NE"
377373,BUILDERTREND SOLUTIONS INC.,11818 I St,OMAHA,NE,68137.0,511210.0,Corporation,497.0,a,"11818 I St, OMAHA, NE"
377374,"BUSCO, INC.",4220 S 52nd Street,OMAHA,NE,68117.0,485510.0,Corporation,500.0,a,"4220 S 52nd Street, OMAHA, NE"
377375,BWS LEASING INC,1801 S 54TH ST,OMAHA,NE,68106.0,561330.0,Subchapter S Corporation,449.0,a,"1801 S 54TH ST, OMAHA, NE"
377376,"CHEYENNE COUNTY HOSPITAL ASSOCIATION, INC",1000 Pole Creek Crossing,SIDNEY,NE,69162.0,622110.0,Non-Profit Organization,411.0,a,"1000 Pole Creek Crossing, SIDNEY, NE"
377377,"COOPERATIVE PRODUCERS, INC.",265 N Showboat,HASTINGS,NE,68901.0,424910.0,Corporation,368.0,a,"265 N Showboat, HASTINGS, NE"
377378,"DATA SYSTEMS, INC.",6515 S 118TH ST,OMAHA,NE,68137.0,423430.0,Corporation,462.0,a,"6515 S 118TH ST, OMAHA, NE"
377379,"DRM, INC.",5324 N 134th Ave,OMAHA,NE,68164.0,722513.0,Subchapter S Corporation,250.0,a,"5324 N 134th Ave, OMAHA, NE"
377382,FLAGSHIP RESTAURANT GROUP LLC,14450 Eagle Run Drive Suite 100,OMAHA,NE,68116.0,722511.0,Limited  Liability Company(LLC),0.0,a,"14450 Eagle Run Drive Suite 100, OMAHA, NE"
377383,"FREMONT CONTRACT CARRIERS, INC.",865 S BUD BLVD,FREMONT,NE,68025.0,484121.0,Corporation,0.0,a,"865 S BUD BLVD, FREMONT, NE"
377384,"FUSION HOLDINGS, INC.","11808 Grant St, Suite 100",OMAHA,NE,68164.0,561320.0,Subchapter S Corporation,500.0,a,"11808 Grant St, OMAHA, NE"
377386,HERITAGE HOLDINGS L.P.,16934 Frances St #200,OMAHA,NE,68130.0,623311.0,Limited Liability Partnership,500.0,a,"16934 Frances St #200, OMAHA, NE"
377387,"JET LINX AVIATION, LLC",13030 Pierce Street Suite 100,OMAHA,NE,68144.0,481211.0,Limited  Liability Company(LLC),499.0,a,"13030 Pierce Street Suite 100, OMAHA, NE"
377389,"LANDMARK IMPLEMENT, INC",915 BREWSTER RD,HOLDREGE,NE,68949.0,423820.0,Corporation,375.0,a,"915 BREWSTER RD, HOLDREGE, NE"
377393,"ONESTAFF MEDICAL, LLC",11718 NICHOLAS ST STE 101,OMAHA,NE,68154.0,621399.0,Limited  Liability Company(LLC),100.0,a,"11718 NICHOLAS ST STE 101, OMAHA, NE"
377394,"ONEWORLD COMMUNITY HEALTH CENTERS, INC",4920 S. 30th Street,OMAHA,NE,68107.0,621498.0,Corporation,240.0,a,"4920 S. 30th Street, OMAHA, NE"
377395,"PRIME TIME HEALTH CARE, LLC",15380 WEIR ST,OMAHA,NE,68137.0,561311.0,Subchapter S Corporation,500.0,a,"15380 WEIR ST, OMAHA, NE"
377396,REGIONAL WEST PHYSICIANS CLINIC,"2 West 42nd Street, Suite 2600",SCOTTSBLUFF,NE,69361.0,621111.0,Non-Profit Organization,293.0,a,"2 West 42nd Street, SCOTTSBLUFF, NE"
377397,"REHAB VISIONS, INC",11623 Arbor Street,OMAHA,NE,68144.0,621340.0,Subchapter S Corporation,0.0,a,"11623 Arbor Street, OMAHA, NE"
377398,"ROTELLA'S ITALIAN BAKERY, INC.",6949 S 108th,LA VISTA,NE,68128.0,311812.0,Subchapter S Corporation,466.0,a,"6949 S 108th, LA VISTA, NE"
377399,"SAMPSON CONSTRUCTION CO., INC.",5825 S 14th St,LINCOLN,NE,68512.0,236220.0,Subchapter S Corporation,315.0,a,"5825 S 14th St, LINCOLN, NE"
377400,"SOJERN, INC.",18135 BURKE ST SUITE 300,ELKHORN,NE,68022.0,541613.0,Corporation,337.0,a,"18135 BURKE ST SUITE 300, ELKHORN, NE"
377401,"SPREETAIL, LLC",2021Transformation Dr 0.0,LINCOLN,NE,68521.0,454110.0,Limited  Liability Company(LLC),221.0,a,"2021Transformation Dr 0.0, LINCOLN, NE"
377402,STANDARD NUTRITION COMPANY,"11823 Arbor Street, Suite 100 PO BOX 3844",OMAHA,NE,68103.0,311119.0,Corporation,467.0,a,"11823 Arbor Street, OMAHA, NE"
377403,THE JAMES SKINNER CO.,4651 F ST,OMAHA,NE,68117.0,311813.0,Corporation,500.0,a,"4651 F ST, OMAHA, NE"
381548,AIR GENERAL INC,403 The Hill,PORTSMOUTH,NH,3801.0,481112.0,Corporation,500.0,a,"403 The Hill, PORTSMOUTH, NH"
381549,ANDROSCOGGIN VALLEY HOSPITAL INC.,59 PAGE HILL ROAD,BERLIN,NH,3570.0,622110.0,Non-Profit Organization,367.0,a,"59 PAGE HILL ROAD, BERLIN, NH"
381550,"CONCORD REGIONAL VISITING NURSE ASSOCIATION, INC.",30 Pillsbury Street,CONCORD,NH,3301.0,621610.0,Non-Profit Organization,395.0,a,"30 Pillsbury Street, CONCORD, NH"
381554,"MICRODESK, INC",10 Tara Blvd,NASHUA,NH,3062.0,541512.0,Subchapter S Corporation,284.0,a,"10 Tara Blvd, NASHUA, NH"
381555,"NAPOLI PSC SERIES, LLC",5 OVERLOOK DR,AMHERST,NH,3031.0,722513.0,Limited  Liability Company(LLC),0.0,a,"5 OVERLOOK DR, AMHERST, NH"
381556,"NEW ENGLAND FINISH SYSTEMS, LLC",1 DELAWARE DR,SALEM,NH,3079.0,238310.0,Limited  Liability Company(LLC),325.0,a,"1 DELAWARE DR, SALEM, NH"
381558,"RIVERBEND COMMUNITY MENTAL HEALTH, INC.",278 PLEASANT ST,CONCORD,NH,3302.0,621420.0,Corporation,341.0,a,"278 PLEASANT ST, CONCORD, NH"
381559,"SELECT DEMO SERVICES, LLC",40 Lowell Road,SALEM,NH,3079.0,238910.0,Corporation,375.0,a,"40 Lowell Road, SALEM, NH"
381560,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL RD,PLYMOUTH,NH,3264.0,622110.0,Non-Profit Organization,0.0,a,"16 HOSPITAL RD, PLYMOUTH, NH"
381561,"THE GRANITE GROUP WHOLESALERS, LLC",6 STORRS ST,CONCORD,NH,3301.0,423620.0,Limited  Liability Company(LLC),500.0,a,"6 STORRS ST, CONCORD, NH"
384991,"ABOVE AND BEYOND - BUSINESS TOOLS AND SERVICES FOR ENTREPRENEURS, INC.",902 CARNEGIE CTR Suite 160,PRINCETON,NJ,8540.0,522320.0,Corporation,500.0,a,"902 CARNEGIE CTR Suite 160, PRINCETON, NJ"
384992,ACCU REFERENCE MEDICAL LAB LIMITED LIABILITY COMPANY,1901 E Linden Ave,LINDEN,NJ,7036.0,621511.0,Limited  Liability Company(LLC),499.0,a,"1901 E Linden Ave, LINDEN, NJ"
384993,"ACENDA, INC.",42 SOUTH DELSEA DRIVE,GLASSBORO,NJ,8028.0,624110.0,Partnership,0.0,a,"42 SOUTH DELSEA DRIVE, GLASSBORO, NJ"
384994,AERDUX INC,240 BENIGNO BLVD,BELLMAWR,NJ,8031.0,238390.0,Corporation,115.0,a,"240 BENIGNO BLVD, BELLMAWR, NJ"
384995,"AIR GROUP, LLC",1 PRINCE RD,WHIPPANY,NJ,7981.0,238220.0,Limited  Liability Company(LLC),379.0,a,"1 PRINCE RD, WHIPPANY, NJ"
384996,"AJS ACQUISITIONS, LLC",67A Mountain Boulevard Extension,WARREN,NJ,7059.0,523910.0,Limited  Liability Company(LLC),285.0,a,"67A Mountain Boulevard Extension, WARREN, NJ"
384997,"ALBIREO ENERGY, LLC",3 Ethel Road 0.0,EDISON,NJ,8817.0,238290.0,Limited  Liability Company(LLC),300.0,a,"3 Ethel Road 0.0, EDISON, NJ"
384999,"ALLAN INDUSTRIES, INC.",270 US Highway 46,ROCKAWAY,NJ,7866.0,561720.0,Corporation,500.0,a,"270 US Highway 46, ROCKAWAY, NJ"
385000,ALLIANCE SHIPPERS INC,516 SYLVAN AVE,ENGLEWOOD CLIFFS,NJ,7632.0,488510.0,Subchapter S Corporation,421.0,a,"516 SYLVAN AVE, ENGLEWOOD CLIFFS, NJ"
385001,"ALLSTATE SALES GROUP, INC.",670 North Beers Street,HOLMDEL,NJ,7733.0,238210.0,Corporation,492.0,a,"670 North Beers Street, HOLMDEL, NJ"
385002,"AMERICAN FINANCIAL RESOURCES, INC.",9 Sylvan Way,PARSIPPANY,NJ,7054.0,522292.0,Subchapter S Corporation,310.0,a,"9 Sylvan Way, PARSIPPANY, NJ"
385003,"AMERICAN FURNITURE RENTAL, INC.",720 Hylton Road,PENNSAUKEN TOWNSHIP,NJ,8110.0,532299.0,Limited  Liability Company(LLC),264.0,a,"720 Hylton Road, PENNSAUKEN TOWNSHIP, NJ"
385004,AMERICAN LIMOUSINE LLC,90 McKee Drive,MAHWAH,NJ,7430.0,485999.0,Limited  Liability Company(LLC),291.0,a,"90 McKee Drive, MAHWAH, NJ"
385005,"AMERICAN MARITIME SERVICES OF NEW YORK, INC.",1 PENNVAL RD,WOODBRIDGE,NJ,7095.0,488390.0,Corporation,195.0,a,"1 PENNVAL RD, WOODBRIDGE, NJ"
385006,"AMERICAN MUSICAL SUPPLY, INC.",8 THORNTON RD,OAKLAND,NJ,7436.0,451140.0,Corporation,474.0,a,"8 THORNTON RD, OAKLAND, NJ"
385007,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,"700 East Gate Drive, Suite 400 0.0",MOUNT LAUREL,NJ,8054.0,522292.0,Limited  Liability Company(LLC),471.0,a,"700 East Gate Drive, MOUNT LAUREL, NJ"
385008,ANDERSON INTERIOR CONTRACTING,368 Passaic Avenue,FAIRFIELD,NJ,7004.0,238310.0,Corporation,2.0,a,"368 Passaic Avenue, FAIRFIELD, NJ"
385009,APPLE FOOD SERVICE OF NEW JERSEY LLC,7 PEARL CT,ALLENDALE,NJ,7401.0,722513.0,Limited  Liability Company(LLC),24.0,a,"7 PEARL CT, ALLENDALE, NJ"
385010,ARCHER & GREINER P.C.,One Centennial Square,HADDONFIELD,NJ,8033.0,541110.0,Corporation,330.0,a,"One Centennial Square, HADDONFIELD, NJ"
385011,ATLANTIC MEDICAL IMAGING LLC,72 W. Jimmie Leeds Road Suite 100,GALLOWAY,NJ,8205.0,621512.0,Limited  Liability Company(LLC),442.0,a,"72 W. Jimmie Leeds Road Suite 100, GALLOWAY, NJ"
385012,"AUTO LENDER'S LIQUIDATION CENTER, INC.",104 ROUTE 73 North,VOORHEES,NJ,8043.0,441120.0,Corporation,380.0,a,"104 ROUTE 73 North, VOORHEES, NJ"
385013,"AXTRIA, INC.","300 Connell Drive, 5th Floor 0.0",BERKELEY HEIGHTS,NJ,7922.0,541511.0,Corporation,346.0,a,"300 Connell Drive, BERKELEY HEIGHTS, NJ"
385014,BECHT ENGINEERING CO. INC,"PO Box 300, 22 Church Street 0.0",LIBERTY CORNER,NJ,7938.0,541330.0,Corporation,45.0,a,"PO Box 300, LIBERTY CORNER, NJ"
385015,BELL CONTAINER CORP,615 Ferry St,NEWARK,NJ,7105.0,322211.0,Corporation,272.0,a,"615 Ferry St, NEWARK, NJ"
385016,BONLAND INDUSTRIES INC,50 NEWARK POMPTON TURNPIKE,WAYNE,NJ,7470.0,238220.0,Corporation,109.0,a,"50 NEWARK POMPTON TURNPIKE, WAYNE, NJ"
385017,"BRESSLER, AMERY & ROSS, P.C.",325 Columbia Turnpike,FLORHAM PARK,NJ,7932.0,541110.0,Corporation,265.0,a,"325 Columbia Turnpike, FLORHAM PARK, NJ"
385018,"BRETT DINOVI & ASSOCIATES, LLC",1000 CRAWFORD PL,MOUNT LAUREL,NJ,8054.0,621330.0,Limited  Liability Company(LLC),462.0,a,"1000 CRAWFORD PL, MOUNT LAUREL, NJ"
385019,BRIAD WENCO LLC,78 OKNER PARKWAY,LIVINGSTON,NJ,7039.0,722513.0,Limited  Liability Company(LLC),500.0,a,"78 OKNER PARKWAY, LIVINGSTON, NJ"
385020,BROADWAY HEALTHCARE MANAGEMENT LLC,"0 One University Plaza, Suite 206",HACKENSACK,NJ,7601.0,551112.0,Limited  Liability Company(LLC),500.0,a,"0 One University Plaza, HACKENSACK, NJ"
385021,CARE PLUS NJ,610 Valley Health Plaza,PARAMUS,NJ,7652.0,621420.0,Non-Profit Organization,401.0,a,"610 Valley Health Plaza, PARAMUS, NJ"
385022,"CENTER FOR FAMILY SERVICES, INC.",584 Benson Street,CAMDEN,NJ,8103.0,624190.0,Non-Profit Organization,500.0,a,"584 Benson Street, CAMDEN, NJ"
385023,CHIESA SHAHINIAN & GIANTOMASI PC,1 Boland Drive,WEST ORANGE,NJ,7052.0,541110.0,Corporation,259.0,a,"1 Boland Drive, WEST ORANGE, NJ"
385024,"CHW GROUP, INC",1090 KING GEORGES POST RD,EDISON,NJ,8837.0,524128.0,Corporation,0.0,a,"1090 KING GEORGES POST RD, EDISON, NJ"
385025,COLE SCHOTZ PC,25 Main Street Court Plaza North,HACKENSACK,NJ,7601.0,551112.0,Corporation,264.0,a,"25 Main Street Court Plaza North, HACKENSACK, NJ"
385026,CONGOLEUM CORPORATION,3500 QUAKERBRIDGE RD,MERCERVILLE,NJ,8619.0,444190.0,Corporation,330.0,a,"3500 QUAKERBRIDGE RD, MERCERVILLE, NJ"
385027,CONNELL FOLEY LLP,56 Livingston Avenue 0.0,ROSELAND,NJ,7068.0,541110.0,Partnership,253.0,a,"56 Livingston Avenue 0.0, ROSELAND, NJ"
385029,CREAM-O-LAND DAIRY INC,529 Cedar Lane,FLORENCE,NJ,8518.0,424430.0,Subchapter S Corporation,452.0,a,"529 Cedar Lane, FLORENCE, NJ"
385030,CREATIVE MANAGEMENT SERVICES LLC,15 East Midland Avenue Suite 2B,PARAMUS,NJ,7652.0,561920.0,Limited  Liability Company(LLC),402.0,a,"15 East Midland Avenue Suite 2B, PARAMUS, NJ"
385031,"CRYSTAL SPRINGS SERVICE, INC.",3621 Route 94,HAMBURG,NJ,7419.0,721110.0,Corporation,500.0,a,"3621 Route 94, HAMBURG, NJ"
385032,DATA INC,72 Summit Ave,MONTVALE,NJ,7645.0,541511.0,Corporation,334.0,a,"72 Summit Ave, MONTVALE, NJ"
385033,DG3 NORTH AMERICA INC,100 BURMA RD,JERSEY CITY,NJ,7305.0,541613.0,Corporation,319.0,a,"100 BURMA RD, JERSEY CITY, NJ"
385034,DIAGNOSTICA STAGO INC,5 Century Drive Ste 1,PARSIPPANY,NJ,7054.0,423450.0,Corporation,372.0,a,"5 Century Drive Ste 1, PARSIPPANY, NJ"
385035,DIVERSANT LLC,331 NEWMAN SPRINGS RD BLDG 3 STE 350 2ND FLR,RED BANK,NJ,7701.0,561311.0,Limited  Liability Company(LLC),500.0,a,"331 NEWMAN SPRINGS RD BLDG 3 STE 350 2ND FLR, RED BANK, NJ"
385037,"EDGEWOOD PROPERTIES, INC.",1260 STELTON RD,PISCATAWAY,NJ,8854.0,531390.0,Subchapter S Corporation,436.0,a,"1260 STELTON RD, PISCATAWAY, NJ"
385038,EIC ASSOCIATES INC,140 Mountain Ave,SPRINGFIELD,NJ,7081.0,237110.0,Corporation,0.0,a,"140 Mountain Ave, SPRINGFIELD, NJ"
385039,"EII, INC.",530 South Avenue East,CRANFORD,NJ,7016.0,238210.0,Subchapter S Corporation,409.0,a,"530 South Avenue East, CRANFORD, NJ"
385040,EMPIRE INTERNATIONAL LTD.,225 Meadowlands Parkway,SECAUCUS,NJ,7094.0,485320.0,Corporation,448.0,a,"225 Meadowlands Parkway, SECAUCUS, NJ"
